,lon,lat,k2,k3,k4,k5,k6,centroid
4929,-122.418274172,37.7870372043,[0],[1],[0],[3],[2],0.0
4930,-122.419274801,37.7835680535,[0],[1],[0],[3],[2],0.0
4931,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
4932,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
4933,-122.418701003,37.7651098786,[1],[0],[1],[1],[1],0.0
4934,-122.418658295,37.7889098399,[0],[1],[0],[3],[2],0.0
4935,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
4936,-122.417028392,37.7603656932,[1],[0],[1],[1],[1],0.0
4937,-122.415770264,37.7580118295,[1],[0],[1],[1],[1],0.0
4938,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
4939,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
4940,-122.420021471,37.7872807076,[0],[1],[0],[3],[2],0.0
4941,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
4942,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
4943,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
4944,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
4945,-122.423340547,37.7962454397,[0],[1],[0],[3],[2],0.0
4946,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
4947,-122.422695629,37.7921733285,[0],[1],[0],[3],[2],0.0
4948,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
4949,-122.41854994,37.7642837095,[1],[0],[1],[1],[1],0.0
4950,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
4951,-122.415543548,37.7621213524,[1],[0],[1],[1],[1],0.0
4952,-122.418537075,37.8061515936,[0],[1],[0],[3],[2],0.0
4953,-122.419039119,37.7907880214,[0],[1],[0],[3],[2],0.0
4954,-122.417955822,37.7578801214,[1],[0],[1],[1],[1],0.0
4955,-122.424561117,37.7843677003,[0],[1],[0],[3],[2],0.0
4956,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
4957,-122.417180449,37.7619674218,[1],[0],[1],[1],[1],0.0
4958,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
4959,-122.414010815,37.7866770011,[0],[1],[0],[3],[2],0.0
4960,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
4961,-122.412111413,37.78817973,[0],[1],[0],[3],[2],0.0
4962,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
4963,-122.420211965,37.7882225424,[0],[1],[0],[3],[2],0.0
4964,-122.418274172,37.7870372043,[0],[1],[0],[3],[2],0.0
4965,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
4966,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
4967,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
4968,-122.420307356,37.7886989512,[0],[1],[0],[3],[2],0.0
4969,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
4970,-122.418272166,37.7619029613,[1],[0],[1],[1],[1],0.0
4971,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
4972,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
4973,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
4974,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
4975,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
4976,-122.410416664,37.7727234014,[1],[0],[1],[1],[1],0.0
4977,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
4978,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
4979,-122.41664237,37.7872450378,[0],[1],[0],[3],[2],0.0
4980,-122.419549569,37.7849590113,[0],[1],[0],[3],[2],0.0
4981,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
4982,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
4983,-122.413445536,37.7646370172,[1],[0],[1],[1],[1],0.0
4984,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
4985,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
4986,-122.403775865,37.7282405027,[1],[0],[1],[1],[5],0.0
4987,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
4988,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
4989,-122.420691681,37.7905770711,[0],[1],[0],[3],[2],0.0
4990,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
4991,-122.405862215,37.7979117105,[0],[1],[0],[0],[0],0.0
4992,-122.412969489,37.7839407424,[0],[1],[0],[3],[2],0.0
4993,-122.416070933,37.7612142237,[1],[0],[1],[1],[1],0.0
4994,-122.419366295,37.7840280452,[0],[1],[0],[3],[2],0.0
4995,-122.417970955,37.7594884557,[1],[0],[1],[1],[1],0.0
4996,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
4997,-122.420222385,37.7695540346,[1],[0],[1],[1],[1],0.0
4998,-122.411328369,37.785996305,[0],[1],[0],[0],[0],0.0
4999,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5000,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
5001,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5002,-122.416872884,37.7587640201,[1],[0],[1],[1],[1],0.0
5003,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5004,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5005,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
5006,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5007,-122.404847848,37.7951006528,[0],[1],[0],[0],[0],0.0
5008,-122.419295456,37.787805224,[0],[1],[0],[3],[2],0.0
5009,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5010,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5011,-122.418274172,37.7870372043,[0],[1],[0],[3],[2],0.0
5012,-122.417180449,37.7619674218,[1],[0],[1],[1],[1],0.0
5013,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5014,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
5015,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
5016,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5017,-122.418274172,37.7870372043,[0],[1],[0],[3],[2],0.0
5018,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5019,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5020,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5021,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5022,-122.423150686,37.7953061262,[0],[1],[0],[3],[2],0.0
5023,-122.417332583,37.7635718956,[1],[0],[1],[1],[1],0.0
5024,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5025,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5026,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5027,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5028,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5029,-122.421231782,37.7932574954,[0],[1],[0],[3],[2],0.0
5030,-122.420691681,37.7905770711,[0],[1],[0],[3],[2],0.0
5031,-122.417903978,37.7851670876,[0],[1],[0],[3],[2],0.0
5032,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5033,-122.417955822,37.7578801214,[1],[0],[1],[1],[1],0.0
5034,-122.416452066,37.7863086886,[0],[1],[0],[3],[2],0.0
5035,-122.417970955,37.7594884557,[1],[0],[1],[1],[1],0.0
5036,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
5037,-122.415921585,37.7596123169,[1],[0],[1],[1],[1],0.0
5038,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5039,-122.417332583,37.7635718956,[1],[0],[1],[1],[1],0.0
5040,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
5041,-122.41854994,37.7642837095,[1],[0],[1],[1],[1],0.0
5042,-122.418090767,37.7861007452,[0],[1],[0],[3],[2],0.0
5043,-122.396656162,37.7678262567,[1],[0],[1],[0],[0],0.0
5044,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
5045,-122.420691681,37.790577071,[0],[1],[0],[3],[2],0.0
5046,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5047,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5048,-122.420874632,37.7914943052,[0],[1],[0],[3],[2],0.0
5049,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5050,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5051,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5052,-122.416872884,37.7587640201,[1],[0],[1],[1],[1],0.0
5053,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5054,-122.419930112,37.7868262082,[0],[1],[0],[3],[2],0.0
5055,-122.422695629,37.7921733285,[0],[1],[0],[3],[2],0.0
5056,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5057,-122.417955822,37.7578801214,[1],[0],[1],[1],[1],0.0
5058,-122.413329682,37.7640046226,[1],[0],[1],[1],[1],0.0
5059,-122.414693065,37.7588955948,[1],[0],[1],[1],[1],0.0
5060,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5061,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5062,-122.417903978,37.7851670875,[0],[1],[0],[3],[2],0.0
5063,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5064,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
5065,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
5066,-122.434474978,37.7877894789,[0],[1],[0],[3],[2],0.0
5067,-122.416725586,37.7579542741,[1],[0],[1],[1],[1],0.0
5068,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5069,-122.420874632,37.7914943052,[0],[1],[0],[3],[2],0.0
5070,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
5071,-122.420211965,37.7882225424,[0],[1],[0],[3],[2],0.0
5072,-122.417817853,37.7578884408,[1],[0],[1],[1],[1],0.0
5073,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
5074,-122.417488324,37.765181804,[1],[0],[1],[1],[1],0.0
5075,-122.420691681,37.7905770711,[0],[1],[0],[3],[2],0.0
5076,-122.403404791,37.7754207067,[0],[1],[0],[0],[0],0.0
5077,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
5078,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
5079,-122.417817853,37.7578884408,[1],[0],[1],[1],[1],0.0
5080,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5081,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5082,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5083,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5084,-122.420120319,37.7877570602,[0],[1],[0],[3],[2],0.0
5085,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5086,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
5087,-122.418108926,37.7594801326,[1],[0],[1],[1],[1],0.0
5088,-122.420120319,37.7877570602,[0],[1],[0],[3],[2],0.0
5089,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5090,-122.416916142,37.7843944492,[0],[1],[0],[3],[2],0.0
5091,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
5092,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5093,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
5094,-122.418844748,37.7898297669,[0],[1],[0],[3],[2],0.0
5095,-122.422139511,37.7894107633,[0],[1],[0],[3],[2],0.0
5096,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5097,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5098,-122.418208517,37.7555244882,[1],[0],[1],[1],[1],0.0
5099,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5100,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5101,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
5102,-122.420874632,37.7914943052,[0],[1],[0],[3],[2],0.0
5103,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5104,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5105,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5106,-122.418108926,37.7594801326,[1],[0],[1],[1],[1],0.0
5107,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
5108,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5109,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5110,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5111,-122.420874632,37.7914943052,[0],[1],[0],[3],[2],0.0
5112,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5113,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
5114,-122.417028392,37.7603656932,[1],[0],[1],[1],[1],0.0
5115,-122.420691681,37.7905770711,[0],[1],[0],[3],[2],0.0
5116,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5117,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5118,-122.416614061,37.786777956,[0],[1],[0],[3],[2],0.0
5119,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5120,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5121,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5122,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5123,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5124,-122.418274172,37.7870372043,[0],[1],[0],[3],[2],0.0
5125,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5126,-122.415885066,37.7835160564,[0],[1],[0],[3],[2],0.0
5127,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5128,-122.416569016,37.7555687969,[1],[0],[1],[1],[1],0.0
5129,-122.416221157,37.7892672344,[0],[1],[0],[3],[2],0.0
5130,-122.415348514,37.7650058494,[1],[0],[1],[1],[1],0.0
5131,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5132,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5133,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5134,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5135,-122.404270179,37.7844788539,[0],[1],[0],[0],[0],0.0
5136,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5137,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
5138,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5139,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
5140,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
5141,-122.420402464,37.7891643768,[0],[1],[0],[3],[2],0.0
5142,-122.422695629,37.7921733285,[0],[1],[0],[3],[2],0.0
5143,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5144,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5145,-122.417903978,37.7851670875,[0],[1],[0],[3],[2],0.0
5146,-122.418274172,37.7870372043,[0],[1],[0],[3],[2],0.0
5147,-122.421949488,37.7884881521,[0],[1],[0],[3],[2],0.0
5148,-122.416452066,37.7863086886,[0],[1],[0],[3],[2],0.0
5149,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5150,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5151,-122.413178959,37.8076387531,[0],[1],[0],[3],[2],0.0
5152,-122.417332583,37.7635718956,[1],[0],[1],[1],[1],0.0
5153,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
5154,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
5155,-122.417802963,37.7562822237,[1],[0],[1],[1],[1],0.0
5156,-122.420434725,37.7633758058,[1],[0],[1],[1],[1],0.0
5157,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5158,-122.41664237,37.7872450378,[0],[1],[0],[3],[2],0.0
5159,-122.418753848,37.756225012,[1],[0],[1],[1],[1],0.0
5160,-122.417903978,37.7851670875,[0],[1],[0],[3],[2],0.0
5161,-122.416829149,37.7881786971,[0],[1],[0],[3],[2],0.0
5162,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5163,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
5164,-122.412436902,37.7834857456,[0],[1],[0],[3],[2],0.0
5165,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5166,-122.420120319,37.7877570602,[0],[1],[0],[3],[2],0.0
5167,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
5168,-122.416220196,37.762815158,[1],[0],[1],[1],[1],0.0
5169,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5170,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5171,-122.404899282,37.7766207854,[0],[1],[0],[0],[0],0.0
5172,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5173,-122.417423841,37.7587860207,[1],[0],[1],[1],[1],0.0
5174,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5175,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5176,-122.409738772,37.7703482035,[1],[0],[1],[1],[1],0.0
5177,-122.419515708,37.7634292329,[1],[0],[1],[1],[1],0.0
5178,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5179,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
5180,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5181,-122.433622196,37.8002702944,[0],[1],[0],[3],[2],0.0
5182,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5183,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
5184,-122.418108926,37.7594801326,[1],[0],[1],[1],[1],0.0
5185,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5186,-122.426449162,37.7851513851,[0],[1],[0],[3],[2],0.0
5187,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5188,-122.415921585,37.7596123169,[1],[0],[1],[1],[1],0.0
5189,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5190,-122.419930112,37.7868262082,[0],[1],[0],[3],[2],0.0
5191,-122.420021471,37.7872807076,[0],[1],[0],[3],[2],0.0
5192,-122.414693065,37.7588955948,[1],[0],[1],[1],[1],0.0
5193,-122.420307356,37.7886989512,[0],[1],[0],[3],[2],0.0
5194,-122.420874632,37.7914943052,[0],[1],[0],[3],[2],0.0
5195,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5196,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
5197,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
5198,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
5199,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5200,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5201,-122.417710345,37.7842362878,[0],[1],[0],[3],[2],0.0
5202,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5203,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5204,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
5205,-122.416872884,37.7587640201,[1],[0],[1],[1],[1],0.0
5206,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5207,-122.446612979,37.7822458224,[0],[1],[0],[3],[2],0.0
5208,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5209,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
5210,-122.420497289,37.7896188193,[0],[1],[0],[3],[2],0.0
5211,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5212,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
5213,-122.413107623,37.765448018,[1],[0],[1],[1],[1],0.0
5214,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5215,-122.417817853,37.7578884408,[1],[0],[1],[1],[1],0.0
5216,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
5217,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5218,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
5219,-122.421047624,37.7601791936,[1],[0],[1],[1],[1],0.0
5220,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
5221,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5222,-122.413881627,37.762985764,[1],[0],[1],[1],[1],0.0
5223,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5224,-122.417339032,37.7643660723,[1],[0],[1],[1],[1],0.0
5225,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5226,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
5227,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5228,-122.418272166,37.7619029613,[1],[0],[1],[1],[1],0.0
5229,-122.430285537,37.800455116,[0],[1],[0],[3],[2],0.0
5230,-122.418562097,37.7841847091,[0],[1],[0],[3],[2],0.0
5231,-122.412857127,37.7855804362,[0],[1],[0],[3],[2],0.0
5232,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
5233,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
5234,-122.417019321,37.7891095539,[0],[1],[0],[3],[2],0.0
5235,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5236,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5237,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
5238,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
5239,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5240,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5241,-122.478618706,37.7531929151,[1],[2],[3],[2],[3],0.0
5242,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
5243,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5244,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
5245,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5246,-122.417903978,37.7851670876,[0],[1],[0],[3],[2],0.0
5247,-122.422622495,37.7725038687,[1],[0],[1],[1],[1],0.0
5248,-122.420211965,37.7882225424,[0],[1],[0],[3],[2],0.0
5249,-122.415155941,37.7636979309,[1],[0],[1],[1],[1],0.0
5250,-122.412999075,37.7862774592,[0],[1],[0],[3],[2],0.0
5251,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5252,-122.417180449,37.7619674218,[1],[0],[1],[1],[1],0.0
5253,-122.441568048,37.726878887,[1],[2],[2],[4],[4],0.0
5254,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5255,-122.415155941,37.7636979309,[1],[0],[1],[1],[1],0.0
5256,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
5257,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5258,-122.41664237,37.7872450378,[0],[1],[0],[3],[2],0.0
5259,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
5260,-122.406520987,37.7850629422,[0],[1],[0],[0],[0],0.0
5261,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
5262,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5263,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5264,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
5265,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
5266,-122.418277911,37.7626952876,[1],[0],[1],[1],[1],0.0
5267,-122.414862769,37.749237403,[1],[0],[1],[1],[1],0.0
5268,-122.417885441,37.7854378472,[0],[1],[0],[3],[2],0.0
5269,-122.403404791,37.7754207067,[0],[1],[0],[0],[0],0.0
5270,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5271,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5272,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
5273,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5274,-122.418272166,37.7619029613,[1],[0],[1],[1],[1],0.0
5275,-122.417180449,37.7619674218,[1],[0],[1],[1],[1],0.0
5276,-122.403404791,37.7754207067,[0],[1],[0],[0],[0],0.0
5277,-122.416872884,37.7587640201,[1],[0],[1],[1],[1],0.0
5278,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5279,-122.405343618,37.7633185613,[1],[0],[1],[1],[1],0.0
5280,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
5281,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5282,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5283,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5284,-122.415155941,37.7636979309,[1],[0],[1],[1],[1],0.0
5285,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5286,-122.420909192,37.7521438061,[1],[0],[1],[1],[1],0.0
5287,-122.420691681,37.7905770711,[0],[1],[0],[3],[2],0.0
5288,-122.41664237,37.7872450378,[0],[1],[0],[3],[2],0.0
5289,-122.408944392,37.7862958833,[0],[1],[0],[0],[0],0.0
5290,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
5291,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5292,-122.412224165,37.7820729312,[0],[1],[0],[0],[0],0.0
5293,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5294,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
5295,-122.415781282,37.7588312135,[1],[0],[1],[1],[1],0.0
5296,-122.420733536,37.7824263045,[0],[1],[0],[3],[2],0.0
5297,-122.420874632,37.7914943052,[0],[1],[0],[3],[2],0.0
5298,-122.417332583,37.7635718956,[1],[0],[1],[1],[1],0.0
5299,-122.415873491,37.7653356123,[1],[0],[1],[1],[1],0.0
5300,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
5301,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5302,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
5303,-122.415885066,37.7835160564,[0],[1],[0],[3],[2],0.0
5304,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
5305,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
5306,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
5307,-122.433177816,37.78137581,[0],[1],[0],[3],[2],0.0
5308,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
5309,-122.420592674,37.7858416241,[0],[1],[0],[3],[2],0.0
5310,-122.420307356,37.7886989512,[0],[1],[0],[3],[2],0.0
5311,-122.412502864,37.7590272975,[1],[0],[1],[1],[1],0.0
5312,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
5313,-122.415543548,37.7621213524,[1],[0],[1],[1],[1],0.0
5314,-122.428687264,37.8008967366,[0],[1],[0],[3],[2],0.0
5315,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
5316,-122.420691681,37.7905770711,[0],[1],[0],[3],[2],0.0
5317,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
